fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
1949-12-09,1949,"Near Lanchow, China",Civil Air Transport,,Curtiss C-46D-CU,38,36,2,38,36,2,0,38
1949-12-10,1949,"Near Hoikow, China",Civil Air Transport,Chengdu - Hoikow,Curtiss C-46D-CU,40,,,17,,,0,17
1949-12-12,1949,"Washington, D.C.",Capital Airlines,New Port News - Washington D.C.,Douglas DC-3-313A,23,20,3,6,4,2,0,6
1949-12-12,1949,"Jungshahi, Pakistan",Pakair,,Douglas DC-3,26,22,4,26,22,4,0,26
1949-12-16,1949,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,17,13,4,17,13,4,0,17
1949-12-18,1949,"Aulnay-sous-Bois, France",Sabena,,Douglas C-47A-60-DL,8,4,4,8,4,4,0,8
1949-12-30,1949,"Comilla, Pakistan",Bharat Airways,Agartala - Calcutta,Douglas C-54A-DO,7,6,1,7,6,1,0,7
1950-01-05,1950,"Sverdlovsk, Russia",Military - Soviet Air Force,,Lisunov Li-2,19,,,19,,,0,19
1950-01-18,1950,"Albacete, Spain",Ejercito del Aire,Murcia-San Javier - Albacete,Casa 352,16,13,3,16,13,3,0,16
1950-01-20,1950,"Near Vacas, Bolivia",Military - Bolivian Air Force,Valle grande - Cochabamba,Douglas C-47,32,28,4,32,28,4,1,33
1950-01-24,1950,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,14,11,3,14,11,3,0,14
1950-01-24,1950,"Iloilo,Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,4,1,3,4,1,3,0,4
1950-01-26,1950,"Near Snag, Yukon Territory",Military - U.S. Air Force,Elmendorf - Great Falls,Douglas C-54D-DC (DC-4),44,36,8,44,36,8,0,44
1950-02-02,1950,North Sea,KLM Royal Dutch Airlines,Amsterdam - London,Douglas DC-3,7,0,7,7,0,7,0,7
1950-02-27,1950,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Ostrava - Prague,Douglas C-47A-15-DK,30,27,3,5,2,3,0,5
1950-03-07,1950,"Minneapolis, Minnesota",Northwest Orient Airlines,Rochester Minn. - Minneapolis,Martin 202,13,10,3,13,10,3,2,15
1950-03-10,1950,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Hue - Tourane,Bristol 170 Freighter 21,4,1,3,4,1,3,0,4
1950-03-12,1950,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Llandow - Dublin,Avro 689 Tudor 5,83,78,5,80,75,5,0,80
1950-03-25,1950,"Ankara, Turkey",Devlet Hava Yollairi,Istanbul - Ankara,Douglas DC-3,15,11,4,15,11,4,0,15
1950-03-28,1950,"Off Cap-Ferret, France",SEMAF,Test flight,Latecoere 631 (sea plane),12,0,12,12,0,12,0,12
1950-04-05,1950,"Hatiara, India",Deccan Airways,,Douglas C-47A,3,0,3,3,0,3,0,3
1950-04-13,1950,"Near Hastings, England",British European Airways,London - Paris,Vickers 610 Viking 1B,32,28,4,0,0,0,0,0
1950-04-15,1950,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Douglas C-47 (DC-3),4,0,2,2,0,2,0,2
1950-04-21,1950,"Near Atsugi, Japan",Military - U.S. Air Force,Clark - Kadena - Tachikawa,Douglas C-54D,35,27,8,35,27,8,0,35
1950-05-02,1950,"Chimborazo, Ecuador",AVIANCA,Bogota - Quito - Guayaquil,Douglas C-47DL,15,12,3,15,12,3,0,15
1950-05-18,1950,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Barksdale - Lajes,Boeing B-29,16,5,11,16,5,11,0,16
1950-05-23,1950,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,Curtiss C-46D,39,35,4,39,35,4,0,39
1950-05-24,1950,"Near Pasto, Colombia",LANSA,Popayan - Ipiales,Douglas C-47,27,24,3,26,23,3,0,26
1950-05-27,1950,"Teterboro, New Jersey",Regina Cargo Airlines,Teterboro - Fort Wayne - Detroit,Curtiss C-46F-1-CU,2,0,2,1,0,1,0,1
1950-05-30,1950,"Near Ilheus, Brazil",Aerovias Brasil,Victoria - Salvador,Douglas DC-3,15,11,4,13,9,4,0,13
1950-06-05,1950,Atlantic Ocean off Florida,Westair Transport,San Juan - Wilmington NC,Curtiss C-46-F-1-CU,65,62,3,28,28,0,0,28
1950-06-09,1950,"Near Fonseca, Colombia",New Tribes Mission,"Kingston, Jamacia - Maracaibo, Venezuela",Douglas DC-3-178,15,12,3,15,12,3,0,15
1950-06-13,1950,Off Bahrain,Air France,Saigon - Paris,Douglas DC-4-1009,52,44,8,46,40,6,0,46
1950-06-14,1950,Bahrain,Air France,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,53,45,8,40,37,3,0,40
1950-06-15,1950,"Bahrain, Bahrain",Air France,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,53,45,8,40,37,3,,
1950-06-23,1950,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,New York City - Minneapolis - Spokan -Seattle,Douglas DC-4,58,55,3,58,55,3,0,58
1950-06-26,1950,"York, Australia",Ansett ANA,Perth  Adelaide  Melbourne e,Douglas DC-4-1009,29,24,5,29,24,5,0,29
1950-07-07,1950,"Busan, South Korea",Military - U.S. Air Force,,Douglas C-54G,23,18,5,23,18,5,0,23
1950-07-09,1950,"Casablanca, Morocco",Aigle Azur,Paris - Bordeaux - Casablanca - Dakar,Douglas DC-3,29,25,4,22,18,4,0,22
1950-07-17,1950,"Near Pathankot, India",Indian National Airlines,Delhi - Sringagar,Douglas DC-3,22,18,4,22,18,4,0,22
1950-07-18,1950,"Near Bocoio, Angola",DTA Angola Airlines,Nova Lisboa - Lobito,Douglas DC-3,9,6,3,9,6,3,0,9
1950-07-23,1950,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Myrtle Beach - Nashville,Curtiss C-46 Commando,39,35,4,39,35,4,0,39
1950-07-27,1950,"Off O-shima Island, Japan",Military - U.S. Air Force,Tokyo - Kagoshima - Okinawa,Douglas C-47D,26,23,3,25,22,3,0,25
1950-07-28,1950,"Porte Alegre, Brazil",Panair do Brasil,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,50,43,7,50,43,7,0,50
1950-07-29,1950,"Tunbukta, Algeria",Cie Air Transport,Algiers - Aoulef - Bidon V - Gao,Bristol 170 Freighter 21,26,22,4,26,22,4,0,26
1950-07-30,1950,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Porto Alegre - Sao Borja,Lockheed 18 LodeStar,12,10,2,12,10,2,0,12
1950-07-30,1950,"Karaganda, Russia",Aeroflot,Alma-Ata - Karaganda - Moscow,Ilyushin IL-12,25,19,6,25,19,6,0,25
1950-08-05,1950,"Near Fairfield, California",Military - U.S. Air Force,,Boeing B-29MR,20,0,20,12,0,12,7,19
1950-08-22,1950,"Near Eagle, Colorado",American Airlines,Los Angeles - Chicago,Douglas DC-6,59,54,5,1,1,0,0,1
1950-08-25,1950,"Kampong Jenera, Malaysia",Military - Royal Air Force,"Changi, Singapore - Kota Baru",Douglas C-47B,12,7,5,12,7,5,0,12
1950-08-31,1950,"Near Wadi Natrun, Egypt",Trans World Airlines,Cairo - Rome,Lockheed 749A Constellation,55,48,7,55,48,7,0,55
1950-09-04,1950,"Utica, New York",Robinson Airlines,Ithaca - Syracuse - Utica - Newark,Douglas DC-3,23,20,3,16,13,3,0,16
1950-09-14,1950,"Tehran, Iran",Iran Air,,Douglas DC-3,8,5,3,8,5,3,0,8
1950-09-20,1950,"Kwajalein, Marshall Islands",Military - U.S. Navy,Kwajzalein - Tokyo,Douglas R5D-3,26,19,7,26,19,7,0,26
1950-09-21,1950,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Belgrade - Zagreb,Douglas DC-3,11,7,4,10,6,4,0,10
1950-09-23,1950,"Karlstad, Sweden",Svenska Aero,Karlstad - Stockholm,Avro Ninteen I,10,9,1,10,9,1,0,10
1950-09-26,1950,"Near Kyushu Island, Japan",Military - U.S. Air Force,Ashiya AB - Kimpo AB,Douglas C-54D-DC (DC-4),51,43,8,23,18,5,0,23
1950-10-13,1950,"Casablanca, Morocco",Air Atlas,Casablanca - Algiers - Perpignan,Douglas DC-3,7,4,3,4,1,3,0,4
1950-10-13,1950,"Almelund, Minnisota",Northwest Orient Airlines,Training,Martin 202,6,3,3,6,3,3,0,6
1950-10-17,1950,"London, England",British European Airways,London - Glasgow,Douglas C-47A,29,24,5,28,24,4,0,28
1950-10-31,1950,"London Heathrow, England",British European Airways,Paris - London,Vickers 610 Viking-1B,30,26,4,28,24,4,0,28
1950-11-03,1950,"Mont Blanc, France",Air India,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,48,40,8,48,40,8,0,48
1950-11-07,1950,"Near Butte, Montana",Northwest Orient Airlines,Helena - Butte,Martin 202,21,17,4,21,17,4,0,21
1950-11-13,1950,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Rome - Paris,Douglas C-54B-1-DC,58,51,7,58,51,7,0,58
1950-11-17,1950,"Surabaya, Indonesia",Garuda Indonesia Airlines,,Douglas DC-3,23,20,3,2,0,2,0,2
1950-11-21,1950,"Near Moran Junction, Wyoming",New Tribes Mission,"Chico, CA - Billings, WY",Douglas DC-3,21,18,3,21,18,3,0,21
1950-11-23,1950,"Cuzco, Peru",Faucett,Maldorado - Quincemil,Douglas DC-3,9,5,4,9,5,4,0,9
1950-11-25,1950,"Khitka, Bhutan",Indamer,,Douglas C-47A,3,0,3,3,0,3,0,3
1950-12-01,1950,"Near Chamaran, Iran",Iran Air,Tehran - Qom,Douglas DC-3,8,7,1,8,7,1,0,8
1950-12-08,1950,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Paris - Bangui - Dar es-Salaam,Douglas C-54A,56,50,6,46,43,3,0,46
1950-12-09,1950,"Ruig Piner, France",Air Atlas,Casablanca - Perpignan,Douglas DC-3,7,4,3,5,2,3,0,5
1950-12-13,1950,"Katagiri, India",Air India,Bombay - Coimbatore,Douglas DC-3,21,17,4,21,17,4,0,21
1950-12-13,1950,"Londrina, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,31,25,6,0,0,0,3,3
1950-12-14,1950,"Ribeirao, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,20,16,4,1,1,0,1,2
1950-12-15,1950,"Valera, Venezuela",Avensa,Merida - Caracas,Douglas C-47-DL,31,28,3,31,28,3,0,31
1950-12-19,1950,"Near Baguio, Philippines",Military - U.S. Air Force,Naha AB - Clark AB,Douglas C54E-DO (DC-4),38,31,7,38,31,7,0,38
1950-12-22,1950,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Vancouver - Penticton,Douglas DC-3,18,15,3,2,0,2,0,2
1950-12-30,1950,"Santiago del Estado, Argentina",Aerolineas Argentinas,Mar del Plata - Buenos,Douglas DC-3,18,13,5,17,12,5,0,17
1951-01-12,1951,"Ixopo, South Africa",United Airways,Margate - Ladysmith - Johannesburg,de Havilland Dove 1,12,10,2,12,10,2,0,12
1951-01-13,1951,"Mt. Bukit, Besar,Thailand",Air Carriers,Butterworth - Kota Bharu,Douglas DC-3,10,7,3,10,7,3,0,10
1951-01-14,1951,"Philadelphia, Pennsylvania",National Airlines,Newark - Philadelphia,Douglas DC-4-1009,28,25,3,7,6,1,0,7
1951-01-16,1951,"Near Reardan, Washington",Northwest Orient Airlines,Minneapolis - Seattle,Martin 202,10,7,3,10,7,3,0,10
1951-01-17,1951,"Near Civitavecchia, Italy",Alitalia,Paris - Rome,Savoia Marchetti SM-95,17,12,5,14,10,4,0,14
1951-01-20,1951,"Huilyo, Peru",Military - TAM,,Douglas DC-3,,,,16,,,,
1951-01-28,1951,"Near An tung, Taiwan",Military -Royal Air Force,Hong Kong - Iwakuni,Short Sunderland 9 (flying boat),14,7,7,14,7,7,0,14
1951-01-31,1951,"Off Hafnarfjorour, Iceland",Icelandair,Vestmannaeyar Island - Reykjavík,Douglas DC-3,20,17,3,20,17,3,0,20
1951-02-01,1951,"Off Terceira, Portugal",Military - Portuguese Air Force,,Douglas C-54,14,,,14,,,0,14
1951-02-03,1951,"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douala - Niamey,Douglas DC-4,29,23,6,29,23,6,0,29
1951-02-14,1951,"Yali, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Curtiss C-46A,2,0,2,2,0,2,0,2
1951-03-02,1951,"Sioux City, Iowa",Mid Continent Airlines,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-3,25,21,4,16,13,3,0,16
