fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
1975-08-03,1975,"Off Amapala, Honduras",Military - Nicaraguan Air Force,Veracruz - Managua,Douglas DC-47,20,17,3,20,17,3,0,20
1975-08-07,1975,"Denver, Colorado",Continental Airlines,Denver - Wichita,Boeing B-727-224,131,124,7,0,0,0,0,0
1975-08-09,1975,"Bagdarin, Russia",Aeroflot,Chita - Bagdarin,Ilyushin IL-14M,11,6,5,11,6,5,0,11
1975-08-15,1975,"Krasnovodsk, USSR",Aeroflot,,Yakovlev YAK-40,38,34,4,23,21,2,0,23
1975-08-20,1975,"Near Damascus, Syria",Ceskoslovenske Aerolinie,"Prague, Czechoslovakia - Damascus, Syria",Ilyushin IL-62,128,117,11,126,115,11,0,126
1975-08-30,1975,"Near Gambell, Alaska",Wien Air Alaska,Nome - Gambell,Fairchild F-27B,32,28,4,10,7,3,0,10
1975-09-01,1975,"Leipzig-Halle, East Germany",Interflug,Stuttgart - Leipzig,Tupolev TU-134,34,28,6,27,24,3,0,27
1975-09-11,1975,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Bahar Dar - Debra Marcos,Douglas C-47-DL,9,6,3,1,1,0,0,1
1975-09-24,1975,"Near Palembang, Indonesia",Garuda Indonesia Airlines,Jakarta - Palembang,Fokker F-28 Fellowship 1000,61,57,4,25,21,4,1,26
1975-09-30,1975,"Off Beirut, Lebanon",Malev Hungarian Airlines,"Budapest - Beirut, Lebanon",Tupolev TU-154B,60,50,10,60,50,10,0,60
1975-09-30,1975,"Barranquilla, Colombia",AVIANCA,Bogota - Barranquilla,Boeing 727-24C,4,0,4,4,0,4,0,4
1975-10-22,1975,"Novgorod, Russia",Aeroflot,Syktyvkar - Vologda - Novgorod - Riga,Yakovlev Yak-40,6,2,4,6,2,4,5,11
1975-10-23,1975,"Cairns Airport, Queensland, Australia",Connair,Mount Isa - Cairns,de Havilland DH114 Heron 2E,11,8,3,11,8,3,0,11
1975-10-27,1975,"Tomonoco, Bolivia",TAM (Bolivia),Tomonoco - La Paz,Convair CV-440-12,67,63,4,67,63,4,0,67
1975-10-30,1975,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,Tivat - Praha,McDonnell Douglas DC-9-32,120,115,5,75,71,4,0,75
1975-11-03,1975,Gulf of Mexico,Petroleum Helicopter,,Bell 212,9,8,1,9,8,1,0,9
1975-11-17,1975,"Near Sukhumi, Georgia, USSR",Aeroflot,Tbilisi - Sukhumi,Antonov AN-24,38,33,5,38,33,5,0,38
1975-11-18,1975,"Caoba, Guatemala",Aviateca,Uaxactun - Flores,Douglas DC-3,22,18,4,15,11,4,0,15
1975-11-20,1975,"Kharkov, Ukraine, USSR",Aeroflot,"Rostov, Russia - 	Kharkov, Ukraine",Antonov AN-24,50,46,4,19,18,1,0,19
1975-11-22,1975,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Sofia - Varna,Antonov AN-24B,48,45,3,3,2,1,0,3
1975-11-25,1975,"Near Bir Lahfan, Egypt",Military - Israel  Air Force,,Lockheed C-130 Hercules,20,11,9,20,11,9,0,20
1975-11-29,1975,"Hertfordshire, England",Private,,Piper PA-23-250 Aztec,6,5,1,6,5,1,0,6
1975-12-26,1975,"Rollinsville, Colorado",Star Aviation,"Denver, CO - Grandby, CO",Mitsubishi MU-2B,9,8,1,9,8,1,0,9
1976-01-01,1976,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,Beirut - Dubai,Boeing B-720B-023B,82,67,15,82,67,15,0,82
1976-01-03,1976,"Anchorage, Alaska",Winship Air,"Anchorage, AK - Deadhorse, AK",Lear Jet 24A,6,4,2,6,4,2,0,6
1976-01-03,1976,"Moscow, Russia",Aeroflot,Moscow - Vnukovo,Tupolev TU-124,61,56,5,61,56,5,1,62
1976-01-08,1976,"Mactan Island, Philippines",Philippine Aerotransport,,Britten-Norman BN-2A-21 Islander,7,6,1,7,6,1,0,7
1976-01-18,1976,"Near San Borja, Bolivia",Frigorifico Maniqui,,Douglas C-47,10,7,3,7,4,3,0,7
1976-01-20,1976,"Near Loja, Ecuador",TAME,Loja - Guayaquil,Hawker Siddeley HS-748-246,42,36,6,34,28,6,0,34
1976-01-21,1976,"Near Shanghai, China",CAAC,Guangzhou - Changsha,Antonov AN-24,40,36,4,40,36,4,0,40
1976-01-22,1976,"Chapeco, Brazil",Transbrasil,Chapecó - Erechim - Porto Alegre,Embraer 110C Bandeirante,11,9,2,9,7,2,0,9
1976-02-04,1976,"Off Santa Maria, Colombia",LAC Colombia,Santa Maria - Curacao,Douglas DC-6A,3,0,3,3,0,3,0,3
1976-02-08,1976,"Van Nuys, California",Mercer Airlines,Burbank - Ontario,Douglas DC-6,6,1,5,3,1,2,0,3
1976-02-09,1976,"Irkutsk, Russia",Aeroflot,Irkutsk - Novosibirsk,Tupolev TU-104A,124,104,10,24,15,9,0,24
1976-02-21,1976,"St. Croix, Virgin Islands",Antilles Air,"St. Thomas, VI - St. Croix, VI",Grumman G-21A seaplane,11,10,1,5,5,0,0,5
1976-03-01,1976,"Sibiu, Romania",Tarom,,Ilyushin II-14P,9,5,4,6,3,3,0,6
1976-03-02,1976,Southeastern Bolivia,TAM (Bolivia),Camiri - Itaguasurenda,IAI Arava 201,22,18,4,19,15,4,0,19
1976-03-06,1976,"Near Voronezh, Russia",Aeroflot,Moscow - Yerevan,Ilyushin IL-18E,111,100,11,111,100,11,7,118
1976-03-07,1976,"Igiugig, Alaska",Kodiak Western Alaska Airlines,"South Nanek, AK - Dillingham, AK",Cessna 207,4,3,1,4,3,1,0,4
1976-04-02,1976,"Near Puerto Asis, Colombia",SATENA,Florencia - Puerto Asis,Douglas DC-3,16,14,2,5,4,1,0,5
1976-04-05,1976,"Ketchikan, Alaska",Alaska Airlines,Juneau - Ketchikan,Boeing B-727-81,50,45,5,1,1,0,0,1
1976-04-14,1976,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,,Hawker Siddeley HS-748 2,34,31,3,34,31,3,0,34
1976-04-23,1976,Gulf of Mexico,Petroleum Helicopter,,Bell 205 A-1 helicopter,12,11,1,12,11,1,0,12
1976-04-27,1976,"St. Thomas, Virgin Islands",American Airlines,New York City - Saint Thomas,Boeing B-727-95,88,81,7,37,35,2,0,37
1976-05-05,1976,"Camuigan, Philippines",Philippine Aerotransport,,Britten-Norman BN-2A-21 Islander,10,8,2,4,4,0,0,4
1976-05-09,1976,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,"Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey",Boeing B-747-131F,17,7,10,17,7,10,0,17
1976-05-15,1976,"Chernigov, Ukraine, USSR",Aeroflot,,Antonov AN-24,52,46,6,52,46,6,0,52
1976-05-23,1976,"Zamboanga, Philipines",Philippine Air Lines,Davao City - Manila,BAC One-Eleven 527FK,87,77,10,14,14,0,3,17
1976-06-01,1976,"Nacias Nguema, Equatorial Guinea",Aeroflot,Luanda - Malabo - N’Djamena - Tripoli - Moscow,Tupolev TU-154A,45,35,10,45,35,10,0,45
1976-06-04,1976,"Agana, Guam",Air Manila,Wake Island - Guam - Manila,Lockheed 188A Electra,45,33,12,45,33,12,1,46
1976-06-06,1976,"Off Kota Kinabalu, Malaysia",Sabah Air,Labuan - Kota Kinabalu,GAF Nomad N-22B,11,10,1,11,10,1,0,11
1976-06-27,1976,"Entebbe, Uganda",Air France,Tel-Aviv - Athens - Paris,Airbus A300,258,,,7,,,0,7
1976-07-05,1976,"Daiku, Burma",Military - Burma Air Force,,Douglas C-47,17,,,17,,,0,17
1976-07-28,1976,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,Prague - Bratislava,Ilyushin IL-18L,79,73,6,76,70,6,0,76
1976-08-02,1976,"Near Tehran, Iran",Korean Airlines,"Tehran, Iran - Seoul, Korea",Boeing 707-373,5,0,5,5,0,5,0,5
1976-08-09,1976,"Moron AFB, Spain	Moron AFB, Spain	Moron AFB, Spain",Military - Spanish Air Force,Moron - Canary Islands,Douglas C-54E,32,28,4,12,12,0,0,12
1976-08-15,1976,"Andes Mountains, Ecuador",SAETA,Quito - Cuenca,Vickers Viscount 785D,59,55,4,59,55,4,0,59
1976-08-28,1976,"Ho Chi Minh City, Vietnam",Air France,Ho Chi Minh City - Bangkok,Sud Aviation SE 210 Caravelle III,20,15,5,1,1,0,0,1
1976-08-28,1976,"Near Thorney, England",Military - U.S. Air Force,McGuire AFB - Mildenhall RAF,Lockheed C-141A (L.300),18,4,14,18,4,14,0,18
1976-09-02,1976,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,,Hughes 369HS,4,3,1,3,2,1,0,3
1976-09-03,1976,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,Caracas - Praira da Vitoria,Lockheed C-130H,68,58,10,68,58,10,0,68
1976-09-09,1976,"Off Adler, Russia",Aeroflot / Aeroflot,Donetsk - Sochi /Rostov na Donu - Kerch,Antonov AN-24 / Yakovlev Yak-40,64,55,9,64,55,9,0,64
1976-09-10,1976,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,Split - Koln / London - Istanbul,McDonnell Douglas DC-9-31 / Trident 3B,176,162,14,176,162,14,0,176
1976-09-19,1976,"Karatepe Mountains, Turkey",Turkish Airlines (THY),Istanbul - Antalya,Boeing B-727-2F2,154,146,8,154,146,8,0,154
1976-09-26,1976,"Near Alpena, Michigan",Military - U.S. Air Force,Kenneth Ingalls Sawyer - Oscoda-Wurtsmith,Boeing KC-135A,20,15,5,15,12,3,0,15
1976-10-04,1976,"Nairobi, Kenya",Emirates Air Transport,Sharjah - Djibouti City - Nairobi,Douglas DC-7CF,4,0,4,4,0,4,0,4
1976-10-06,1976,"Off Bridgetown, Barbados",Cubana de Aviacion,Bridgetown - Kingston,McDonnell Douglas DC-8-43,73,48,25,73,48,25,0,73
1976-10-13,1976,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,Santa Cruz - Viru,Boeing B-707-31,3,0,3,3,0,3,113,116
1976-10-13,1976,"Near Bombay, India",Indian Airlines,Mumbai - Chennai,Sud-Aviation Caravelle VI-N,95,89,6,95,89,6,0,95
1976-10-28,1976,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,Petrolina - Recife,Embraer 110C Bandeirante,7,5,2,2,0,2,0,2
1976-11-04,1976,"Banjarmasin, Indonesia",Bali International Air Service,Manado -Gorontalo - Palu - Balikpapan - Banjarmasin,Fokker F-27 Friendship 100,38,33,5,29,25,4,0,29
1976-11-05,1976,Atlantic Ocean,Inair Panama,Curacao - Port-au-Prince,Douglas DC-3,2,0,2,2,0,2,0,2
1976-11-23,1976,"Kozani, Greece",Olympic Airways,Athens - Larisa,NAMC YS-11A-500,50,46,4,50,46,4,0,50
1976-11-28,1976,"Moscow, Russia",Aeroflot,Moscow - Leningrad,Tupolev TU-104B,73,67,6,73,67,6,0,73
1976-12-12,1976,"Cape May, New Jersey",Atlantic City Airlines,Atlantic City - Cap May,de Havilland Canada DHC-6 Twin Otter 300,10,8,2,3,3,1,0,3
1976-12-17,1976,"Ust-Kut, Russia",Aeroflot,Ust-Kut - Kirensk,Yakovlev 40,7,4,3,7,4,3,0,7
1976-12-17,1976,"Kiev, USSR",Aeroflot,Chernivtsi - Kiev,Antonov AN-24RV,55,50,5,48,44,4,0,48
1976-12-18,1976,"Nnear Yuzhno-Sakhalinsk, Russia",Aeroflot,Petropavlovsk-Kamchatsky - Yuzhno-Sakhalinsk,Ilyushin IL-14M,8,3,5,8,3,5,0,8
1976-12-25,1976,"Near Bangkok, Thailand",EgyptAir,Cairo - Bangkok,Boeing B-707-366C,53,44,9,53,44,9,19,72
1976-12-31,1976,"Near Trujillo, Peru",Faucett,Trujillo - Tarapoto,Douglas C-54A-1-DO,19,14,5,19,14,5,0,19
1977-01-06,1977,"Near Palm Springs, California",Jet Avia Charter,Palm Springs - Las Vegas,Gates Learjet 24B,4,2,2,4,2,2,0,4
1977-01-13,1977,"Anchorage, Alaska",Japan Air Lines,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,5,0,5,5,0,5,0,5
1977-01-13,1977,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,Novosibirsk - Alma Ata,Tupolev TU-104A,90,82,8,90,82,8,0,90
1977-01-14,1977,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3,0,12
1977-01-15,1977,"Kalvesta, Sweden",Skyline Sweden,Malmo - Bromma,Vickers Viscount 838,22,19,3,22,19,3,0,22
1977-01-20,1977,,North Canada Air,,Bristol 170 Freighter 31M,2,0,2,1,0,1,0,1
1977-02-11,1977,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,,Avia 14T,5,2,3,4,2,2,0,4
1977-02-15,1977,"Mineralnye Vody, Russia",Aeroflot,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,98,92,6,77,76,1,0,77
1977-02-28,1977,"Near Saglouc, Canada",Survair,,Douglas DC-3,10,7,3,4,2,2,0,4
1977-03-01,1977,"Off Aden, Yemen",Alyemda,Aden - Al Kari,Douglas DC-3,21,17,3,19,16,3,0,19
1977-03-03,1977,"Near Cascina, Italy",Military - Italian Air Force,Training,Lockheed C-130H,44,38,6,44,38,6,0,44
1977-03-04,1977,"Niamey, Niger",Overseas National Airways,"Paris, France - Niamey, Nigher",McDonnell Douglas DC-8-63CF,4,0,4,2,0,2,0,2
1977-03-27,1977,"Tenerife, Canary Islands",Pan American World Airways / KLM,Tenerife - Las Palmas / Tenerife - Las Palmas,Boeing B-747-121 / Boeing B-747-206B,644,614,30,583,560,23,0,583
1977-03-29,1977,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,23,20,3,15,13,2,0,15
1977-03-30,1977,"Near Zhadanof, Russia",Aeroflot,Dnepropetrovsk - 	Zhdanov,Yakovlev YAK-40,27,23,4,8,5,3,0,8
1977-04-04,1977,"New Hope, Georgia",Southern Airways,Huntsville - Atlanta,McDonnell Douglas DC-9-31,85,81,4,62,60,2,8,70
1977-04-10,1977,"SW of Bogota, Colombia",El Venado,Villavicencio - Bogota,Douglas DC-3-3A,35,31,4,35,31,4,0,35
1977-04-19,1977,"Tapa AFB, Estonia",Military - Soviet Air Force,Parnu - Tapa,Antonov An-24,21,15,6,21,15,6,0,21
1977-04-27,1977,"Guatemala City, Guatemala",Aviateca,,Convair CV-440,28,22,6,28,22,6,0,28
1977-05-10,1977,"Near Jericho, Jordan",Military - Israel Air Force,,Sikorsky CH-53D (helicopter),54,50,4,54,50,4,0,54
1977-05-13,1977,"Beiruit, Lebanon",LOT Polish Airlines,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,9,0,9,9,0,9,0,9
1977-05-14,1977,"Near Lusaka, Zambia",IAS Cargo,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,6,1,5,6,1,5,0,6
1977-05-16,1977,"New York, New York",New  York Helicopter,Pan Am building - JFK Airport,Sikorsky S61L,25,22,3,4,4,0,1,5
1977-05-27,1977,"Havana, Cuba",Aeroflot,Lisbon - Havana,Ilyushin IL-62M,69,59,10,67,57,10,0,67
1977-06-03,1977,"Natal, Brazil",Military - Brazilian Air Force,,Embraer C-95 Bandeirante,18,16,2,18,16,2,0,18
1977-06-20,1977,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,15,13,2,12,10,2,0,12
1977-06-21,1977,Off Wake Island,Military - U.S. Navy,Wake-Agana,Lockheed EC-130Q,16,0,16,16,0,16,0,16
1977-07-06,1977,"Saint Louis, Missouri",Fleming International Airways,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,3,0,3,3,0,3,0,3
1977-07-08,1977,"Off Kirovograd, Ukraine",Aeroflot,,Antonov AN-24,7,,,6,,,0,6
1977-07-14,1977,"Near Cuangar, Angola",Military - Angolan Air Force,,Antonov AN-26,30,25,5,30,25,5,0,30
1977-07-20,1977,"Vitim, Russia",Aeroflot,Vitim - Irkutsk,Ilyushin IL-14M,40,34,6,40,34,6,0,40
1977-07-20,1977,"Jima, Ethiopia",Ethiopian Airlines,Tippi - Jima,Douglas DC-3,5,2,3,5,2,3,0,5
1977-07-24,1977,"Near Puerto Montt, Chile",Military - Chilean Air Force,Punta Arenas - Santiago,Douglas DC-6B,82,75,7,38,31,7,0,38
1977-07-25,1977,"Near Yoro, Honduras",Military - Honduran Air Force,Yoro - Honduran,Douglas C-47,40,36,4,25,,,0,25
1977-08-01,1977,"Encino, California",Private KNBC Los Angeles,Burbank - Santa Barbara,Bell 206B JetRanger,2,1,1,2,1,1,0,2
1977-08-20,1977,"San Jose, Costa Rica",Monarch Aviation,Catalina Island-Long Beach,Convair CV-880,3,0,3,3,0,3,0,3
1977-08-25,1977,"Kona, Hawaii",Island Airways,Honolulu-Kailua Kona,Shorts SC-7 Skyvan 3-200,2,0,2,2,0,2,0,2
1977-09-02,1977,Off Hong Kong,Transmeridian Air Cargo,Hong Kong-Bangkok,Canadair CL-44D4-2,4,0,4,4,0,4,0,4
1977-09-04,1977,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Guayaquil - Cuenca,Vickers Viscount 764D,33,29,4,33,29,4,0,33
1977-09-06,1977,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,13,11,2,13,11,2,0,13
1977-09-08,1977,"Mt. Loi Hsam Hsao, Burma",Burma Airways,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,19,16,3,0,19
1977-09-12,1977,"Yakutat, Alaska",Safe Air Cargo,Yakutat - Anchorage,Douglas DC-7BF,4,0,4,4,0,4,0,4
1977-09-14,1977,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Kirtland AFB - Nellis AFB,Boeing - EC-135K,20,0,20,20,0,20,0,20
1977-09-22,1977,"Bucharest, Romania",Malev Hungarian Airlines,Istanbul - Bucharest,Tupolev TU-134,53,45,8,29,21,8,0,29
1977-09-27,1977,"Kuala Lumpur,  Malaysia",Japan Air Lines,Tokyo-Hong Kong-Kuala Lumpur,McDonnell Douglas DC-8-62H,79,69,10,34,26,8,0,34
1977-10-20,1977,"Near Gillsburg, Mississippi",L & J Company,Greenville - Baton Rouge,Convair CV-300,26,24,2,6,4,2,0,6
1977-10-21,1977,"Mindoro, Philippines",Military - U.S. Marine Corps,,Sikorksky CH-53 (helicopter),37,33,4,24,,,0,24
1977-11-03,1977,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Palenque - San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,13,12,1,13,12,1,0,13
1977-11-19,1977,"Rome, Italy",Ethiopian Airlines,"Rome, Italy - Asmara, Ethiopia",Boeing 707-360C,5,2,3,5,2,3,0,5
1977-11-19,1977,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),Brussels - Funchal,Boeing B-727-282,164,156,8,131,125,6,0,131
1977-11-21,1977,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),Buenos  Aires - San Carlos de Bariloche,BAC One-Eleven 420EL,79,74,5,46,41,5,0,46
1977-11-26,1977,"Near Beziers, France",Military - French Air Force,Mont-de-Marsan-Hyères,Nord 2501 Noratlas,32,28,4,32,28,4,0,32
1977-12-02,1977,"Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,Jeddah - Benghazi,Tupolev TU-154B,165,159,6,59,59,0,0,59
1977-12-04,1977,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,Penang - Kuala Lumpur,Boeing B-737-2H6,100,93,7,100,93,7,0,100
1977-12-08,1977,"Intracostal City, Louisiana",Petroleum Helicopter,,SNIAS SA330J,19,18,1,17,16,1,0,17
1977-12-09,1977,"Tarko-Saley, USSR",Aeroflot,Tarko-Sale - Surgut,Antonov AN-24,23,18,5,17,13,4,0,17
1977-12-11,1977,"Hierro, Canary Islands",Military - U.S. Navy,Lajes-Lajes,Lockheed P-3B Orion,13,0,13,13,0,13,0,13
1977-12-13,1977,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",Evansville - Nashville,Douglas DC-3,29,26,3,29,26,3,0,29
1977-12-18,1977,"Near Salt Lake City, Utah",United Air Lines,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,3,0,3,3,0,3,0,3
1977-12-18,1977,"Off Madeira, Portugal",SATA,Zurich-Genève-Funchal,Aerospatiale Caravelle 10R,57,52,5,36,35,1,0,36
1977-12-19,1977,"Vieques, Puerto Rico",Vieques Air Link,"St Croix, VI - Vieques, PR",Britten-Norman BN-2A Islander,10,9,1,5,5,0,0,5
1977-12-24,1977,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,Charlotte Amalie-Willemstad,Piper PA-31-350 Navajo,10,8,2,10,8,2,0,10
1977-12-29,1977,"Cuenca, Ecuador",Servicios Aereos Nacionales,Guayaquil - Cuenca,Vickers Viscount 764 D,24,20,4,24,20,4,0,24
1978-01-01,1978,"Off Bandra, Maharashtra, India",Air India,Bombay - Dubai,Boeing B-747-237B,213,190,23,213,190,23,0,213
1978-01-27,1978,"Near San Vincente, Colombia",SADELCA,Neiva - San Vincente,Douglas DC-3,14,10,4,14,10,4,0,14
1978-01-31,1978,"Eirunepe, Brazil",TABA,,Embraer 110P Bandeirante,14,12,2,2,0,2,0,2
1978-02-10,1978,"Near Artigas, Uruguay",Uruguayan Air Force,Artigas - Montevideo,Douglas C-47A-DL,44,40,4,44,40,4,0,44
1978-02-10,1978,"Richland, Washington",Columbia Pacific Airlines,"Richland, WA - Seattle, WA",Beechcraft 99,17,15,2,17,15,2,0,17
1978-02-11,1978,"Cranbrook, British Columbia, Canada",Pacific Western Airlines,Calgary - Cranbrook,Boeing B-737-275,49,44,5,42,38,4,0,42
1978-02-28,1978,"Solvang, California",Security Air,Visalia - Santa Barbara - Santa Maria,Aero Commander 500A,7,4,3,7,4,3,0,7
1978-03-01,1978,"LAX, Los Angeles, California",Continental Airlines,Los Angeles - Honolulu,McDonnell Douglas DC-10-10,200,186,14,2,2,0,0,2
1978-03-02,1978,"Kano, Nigeria",Nigeria Airways,Abuja - Kano,Fokker F-28 Fellowship 1000 / MiG-21,18,11,7,18,11,7,0,18
1978-03-03,1978,"Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,Caracas - Cumana,British Aerospace 748 2A,47,43,4,47,43,4,0,47
1978-03-16,1978,"Vrastsa, Bulgaria",Balkan Bulgarian Airlines,Sofia - Warszawa,Tupolev TU-134,73,66,7,73,66,7,0,73
1978-03-22,1978,"Near Riverside, California",Lake Havasu Air,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,6,5,1,6,5,1,0,6
1978-03-25,1978,"Okaraba, Burma",Burma Airways,Yangon - Myitkyina,Fokker F-27 Friendship 200,48,44,4,48,44,4,0,48
1978-04-04,1978,"Off Galveston, Texas",Air Logistics,,Bell 212,6,4,2,3,3,0,0,3
1978-04-05,1978,"St. Thomas, Virgin Islands",Antilles Air,"St. John, VI - St. Croix, VI",Grumman G-21,9,7,2,2,0,2,0,2
1978-04-20,1978,"Near Murmansk, Russia",Korean Airlines,Paris - Seoul,Boeing B-707-321B,109,97,12,2,2,0,0,2
1978-04-29,1978,"Bogota, Colombia",LAC Colombia,Bogota - Barranquilla,Douglas C-118A,12,9,3,8,5,3,0,8
1978-05-08,1978,"Pensacola, Florida",National Airlines,"Miami, FL - Pensacola, FL - Mobile, AL",Boeing B-727-235,58,52,6,3,3,0,0,3
1978-05-19,1978,"Pochinok, Russia",Aeroflot,Baku - Leningrad,Tupolev TU-154B,134,126,8,4,4,0,0,4
1978-06-23,1978,"Saint John's, Newfoundland",Gander Aviation,Saint John's - Saint Anthony,Beech Queen Air A80,10,8,2,10,8,2,0,10
1978-06-26,1978,"Off Bergen, Norway",Helikopter Service,Bergen - Stratjford-A,Sikorsky S-61N,18,16,2,18,16,2,0,18
1978-06-26,1978,"Toronto, Canada",Air Canada,Toronto - Winnipeg,McDonnell Douglas DC-9-32,107,102,5,2,2,0,0,2
1978-08-14,1978,"Sogamoso, Bolivia",Aeropeca,Bucaramanga-Leticia-La Paz,Curtiss C-46,18,15,3,18,15,3,0,18
1978-08-26,1978,"Papun, Burma",Burma Airways,Papun-Rangoon,de Havilland Canada DHC-6 Twin Otter 300,14,11,3,14,11,3,0,14
1978-08-30,1978,"Las Vegas, Nevada",Las Vegas Airlines,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,10,9,1,10,9,1,0,10
1978-09-03,1978,"Conakry, Guinea",Air Guinee,Conakry - Bamako,Ilyushin IL-18,17,9,8,15,8,7,0,15
1978-09-03,1978,"Coal Harbour, BC, Canada",AirWest Airlines,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,13,11,2,11,9,2,0,11
1978-09-03,1978,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Kariba - Salisbury,Vickers Viscount 782D,56,52,4,38,34,4,0,38
1978-09-09,1978,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,"Wrangell, AK - Return",Soloy 12EJ3,3,2,1,3,2,1,0,3
1978-09-09,1978,"Near Mexico City, Mexico",Lineas Areas del Centro,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,21,19,2,18,17,1,0,18
1978-09-13,1978,"Whittier, AK",Alaska Travel,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,6,5,1,6,5,1,0,6
1978-09-14,1978,"Paranaque, Philippines",Philippine Air Force,Laoag - Paranaque,Fokker F-27 Friendship 200,28,24,4,21,17,4,12,33
1978-09-25,1978,"San Diego, California",Pacific Southwest Airlines / Private,Los Angeles - San Diego,Boeing B-727-214 / Cessna 172,137,128,9,137,128,9,7,144
1978-10-03,1978,"Near Kuopio, Finland",Military - Finish Air Force,Kuopio - Helsinki,Douglas C-47A-1-DK,15,12,3,15,12,3,0,15
1978-10-03,1978,"Near Mandalay, Myanmar",Burma Airways,,Fokker F-27 Friendship 600,44,40,4,2,1,1,0,2
1978-10-06,1978,"Santiago de Chile, Chile",Military - US Navy,Military exercises,Douglas R6D-1 (DC-6),18,,,18,,,,
1978-10-07,1978,"Sverdlovsk, Russia",Aeroflot,Sverdlovsk - 	Kustanai,Yakovlev YAK-40,38,34,4,38,34,4,0,38
1978-10-08,1978,"Kenai, Alaska",Era Helicopter - Air Taxi,"Kenai, AK - Return",Bell 205-1,7,6,1,2,2,0,0,2
1978-10-22,1978,"Off Bellona, Solomon Islands",Solomon Islands Airlines,,Britten Norman BN-2A Trislander,11,,,11,,,0,11
1978-10-23,1978,"Gulf of Sivash, USSR",Aeroflot,Krasnodar - t:	Simferopol,Antonov AN-24B,26,21,5,26,21,5,0,26
1978-11-05,1978,"Off Alexandria, Egypt",Nile Delta Air Services,,Douglas DC-3,18,,,18,,,0,18
1978-11-15,1978,"Near Katunayake, Sri Lanka",Loftleidir Icelandic Airlines,Jeddah - Colombo,McDonnell Douglas DC-8-Super 63CF,262,249,13,183,175,8,0,183
1978-11-18,1978,"Off Marie Galante Island, West Indies",Air Guadeloupe,,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,15,14,1,0,15
1978-11-19,1978,"Near Leh, India",Military - Indian Air Force,Chandigarh - Leh,Antonov An-12,77,70,7,77,70,7,1,78
